-0.117851, -0.235702, -0.235702, -0.117851, -0.235702, -0.353553, -0.235702, -0.235702, -0.235702, -0.117851, -0.117851, -0.235702, -0.235702, -0.235702, -0.353553, -0.235702, -0.117851, -0.235702, -0.235702, -0.117851
-2.02786e-16, 0.0558801, -0.23925, -0.29513, -0.0669536, -0.417964, -0.351011, -0.0558801, 0.0669536, 0.122834, -0.122834, -0.178714, -0.0558801, 0.23925, 0.417964, 0.178714, 0.29513, 0.351011, 0.0558801, 0
2.09021e-17, -0.278682, -0.372864, -0.0941817, -0.241407, -0.0569067, 0.184501, 0.278682, 0.241407, -0.037275, 0.037275, 0.315957, 0.278682, 0.372864, 0.0569067, -0.315957, 0.0941817, -0.184501, -0.278682, 0
0.372678, 0.372678, 0.0745356, 0.0745356, 0.0745356, -0.223607, 0.0745356, -0.372678, -0.0745356, -0.0745356, 0.0745356, 0.0745356, 0.372678, -0.0745356, 0.223607, -0.0745356, -0.0745356, -0.0745356, -0.372678, -0.372678
1.3191e-16, -0.0504673, 0.142823, 0.19329, -0.392309, -0.148551, 0.243758, 0.0504673, 0.392309, 0.341842, -0.341842, -0.291374, 0.0504673, -0.142823, 0.148551, 0.291374, -0.19329, -0.243758, -0.0504673, 0
-1.0491e-15, 0.0304107, 0.127258, -0.282928, -0.0968469, 6.79452e-16, -0.410185, 0.0304107, -0.0968469, 0.282928, 0.282928, 0.379774, -0.0304107, 0.127258, 1.00741e-15, 0.379774, -0.282928, -0.410185, -0.0304107, 0
7.7745e-17, 0.123796, 0.433248, 0.286076, -0.309452, -6.62077e-17, -0.147171, 0.123796, -0.309452, -0.286076, -0.286076, 0.0233754, -0.123796, 0.433248, 1.41509e-16, 0.0233754, 0.286076, -0.147171, -0.123796, 0
0.471405, 0.235702, -0.117851, -0.235702, -0.117851, -3.13334e-16, -0.117851, 0.235702, -0.117851, -0.235702, -0.235702, -0.117851, 0.235702, -0.117851, 7.99713e-17, -0.117851, -0.235702, -0.117851, 0.235702, 0.471405
1.38392e-16, 0.387836, 0.066598, -0.0691299, 0.321238, 1.00827e-17, -0.135728, 0.387836, 0.321238, 0.0691299, 0.0691299, -0.252108, -0.387836, 0.066598, -2.06246e-16, -0.252108, -0.0691299, -0.135728, -0.387836, 0
-2.87459e-16, -2.0202e-16, 4.20447e-17, 0.5, -1.24612e-16, -0.5, -3.74263e-16, 1.61081e-16, 3.10114e-16, 9.28937e-17, 0.5, 1.72324e-16, -3.13043e-16, 2.68481e-16, -4.14083e-17, 2.18718e-16, -3.14134e-16, 4.996e-16, 1.56599e-16, 0.5
-0.5, 7.37837e-17, -6.19304e-17, 1.48564e-15, 1.32359e-16, 1.43668e-16, -1.17442e-16, -2.31415e-17, 4.13938e-16, -0.5, -1.80926e-15, 2.71136e-16, -7.37837e-17, -8.06143e-16, 0.5, -1.90804e-15, -0.5, 2.01291e-15, 2.31415e-17, 0
1.59636e-17, -0.398456, 0.110521, 0.0395352, 0.287935, 1.08725e-17, -0.150056, 0.398456, -0.287935, 0.0395352, -0.0395352, -0.248399, 0.398456, -0.110521, 4.19023e-17, 0.248399, -0.0395352, 0.150056, -0.398456, 0
5.65762e-16, -0.0304107, 0.127258, 0.282928, -0.0968469, 9.30371e-16, -0.410185, 0.0304107, 0.0968469, 0.282928, -0.282928, 0.379774, 0.0304107, -0.127258, -1.38648e-15, -0.379774, -0.282928, 0.410185, -0.0304107, 0
0.471405, -0.235702, -0.117851, 0.235702, -0.117851, 3.30748e-16, -0.117851, 0.235702, 0.117851, -0.235702, 0.235702, -0.117851, -0.235702, 0.117851, 1.65316e-16, 0.117851, -0.235702, 0.117851, 0.235702, -0.471405
2.56728e-17, 0.0835167, -0.424174, 0.291643, 0.340658, 9.92915e-17, 0.132531, -0.0835167, -0.340658, 0.291643, -0.291643, -0.0490147, -0.0835167, 0.424174, -1.412e-18, 0.0490147, -0.291643, -0.132531, 0.0835167, 0
-1.45372e-16, -0.045226, -0.20761, 0.252836, -0.140566, 0.438628, -0.298062, -0.045226, -0.140566, 0.185792, 0.185792, -0.231018, 0.045226, -0.20761, 0.438628, -0.231018, 0.252836, -0.298062, 0.045226, 0
-1.16604e-17, -0.278682, 0.372864, -0.0941817, 0.241407, -0.0569067, -0.184501, -0.278682, 0.241407, 0.037275, 0.037275, -0.315957, 0.278682, 0.372864, -0.0569067, -0.315957, -0.0941817, -0.184501, 0.278682, 0
-0.372678, 0.372678, -0.0745356, 0.0745356, -0.0745356, -0.223607, -0.0745356, 0.372678, -0.0745356, 0.0745356, 0.0745356, -0.0745356, 0.372678, -0.0745356, -0.223607, -0.0745356, 0.0745356, -0.0745356, 0.372678, -0.372678
3.77201e-17, -0.0602009, -0.185842, 0.246043, 0.372331, -0.0660868, -0.306244, -0.0602009, 0.372331, -0.31213, -0.31213, 0.251929, 0.0602009, -0.185842, -0.0660868, 0.251929, 0.246043, -0.306244, 0.0602009, 0
-0.117851, 0.235702, -0.235702, 0.117851, -0.235702, 0.353553, -0.235702, -0.235702, 0.235702, -0.117851, 0.117851, -0.235702, 0.235702, 0.235702, -0.353553, 0.235702, -0.117851, 0.235702, -0.235702, 0.117851
